Wert,Erwerbsstatus,Wirtschaftsabschnitt,Quartal
3981.6,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2006Q4
3972.2,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2007Q1
4025.9,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2007Q2
3955.5,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2007Q3
3969.9,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2007Q4
3985,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2008Q1
4108.9,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2008Q2
4090,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2008Q3
4125.4,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2008Q4
4096.3,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2009Q1
4104.4,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2009Q2
4073.3,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2009Q3
4071.6,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2009Q4
4073.1,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2010Q1
4117.7,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2010Q2
4128.1,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2010Q3
4137.9,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2010Q4
4139,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2011Q1
4163.3,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2011Q2
4193.7,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2011Q3
4208.8,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2011Q4
4346.7,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2012Q1
4405.2,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2012Q2
4443.3,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2012Q3
4556.2,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2012Q4
4612,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2013Q1
4691.8,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2013Q2
4738.9,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2013Q3
4767.6,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2013Q4
4790.2,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2014Q1
4844.4,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2014Q2
4923.9,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2014Q3
4944.8,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2014Q4
4974.8,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2015Q1
5035.2,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2015Q2
5027.4,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2015Q3
5066.6,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2015Q4
5122,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2016Q1
5099,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2016Q2
5172,Erwerbsstatus - Total,"..... Herstellung von Nahrungs- und Genussmitteln, Getränken und Tabakerzeugnissen",2016Q3
2686.8,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2002Q1
2675.1,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2002Q2
2670.1,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2002Q3
2550.4,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2002Q4
2539.8,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2003Q1
2482.9,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2003Q2
2447.5,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2003Q3
2418.3,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2003Q4
2373.8,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2004Q1
2370.3,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2004Q2
2332.8,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2004Q3
2311,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2004Q4
2318.9,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2005Q1
2330.3,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2005Q2
2303.6,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2005Q3
2279.8,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2005Q4
2277,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2006Q1
2336.3,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2006Q2
2358.6,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2006Q3
2368.2,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2006Q4
2418.4,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2007Q1
2451.5,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2007Q2
2466.1,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2007Q3
2506.3,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2007Q4
2556.8,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2008Q1
2588,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2008Q2
2600.2,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2008Q3
2584,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2008Q4
2558.6,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2009Q1
2532.4,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2009Q2
2512.3,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2009Q3
2492.4,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2009Q4
2561.2,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2010Q1
2594.9,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2010Q2
2599,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2010Q3
2631.1,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2010Q4
2677.7,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2011Q1
2741.1,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2011Q2
2717.5,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2011Q3
2766.6,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2011Q4
2787.6,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2012Q1
2817.4,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2012Q2
2862.1,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2012Q3
2888.8,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2012Q4
2855.6,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2013Q1
2929,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2013Q2
2909.2,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2013Q3
2913.8,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2013Q4
2915.3,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2014Q1
2946.2,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2014Q2
2962.5,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2014Q3
2998,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2014Q4
2990.1,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2015Q1
2969.3,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2015Q2
2969.1,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2015Q3
2969.9,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2015Q4
2942.5,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2016Q1
2925.7,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2016Q2
2909.5,Erwerbsstatus - Total,..... Herstellung von Textilien und Bekleidung,2016Q3
4433.7,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2002Q1
4396.6,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2002Q2
4426.5,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2002Q3
4389.2,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2002Q4
4334.5,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2003Q1
4312,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2003Q2
4268.2,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2003Q3
4241,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2003Q4
4218,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2004Q1
4221.9,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2004Q2
4075.5,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2004Q3
4040.2,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2004Q4
4030.2,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2005Q1
3977,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2005Q2
3894.9,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2005Q3
3880.2,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2005Q4
3870.1,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2006Q1
3939.7,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2006Q2
3999.7,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2006Q3
4026.1,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2006Q4
4094.8,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2007Q1
4195.9,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2007Q2
4222.5,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2007Q3
4204.6,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2007Q4
4248.5,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2008Q1
4264,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2008Q2
4250.2,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2008Q3
4203.2,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2008Q4
4207.1,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2009Q1
4252.5,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2009Q2
4193.6,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2009Q3
4176.7,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2009Q4
4273.1,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2010Q1
4352.1,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2010Q2
4368.1,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2010Q3
4333.9,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2010Q4
4415.4,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2011Q1
4470.7,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2011Q2
4521.9,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2011Q3
4558,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2011Q4
4610.9,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2012Q1
4657.5,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2012Q2
4687.2,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2012Q3
4683,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2012Q4
4637.5,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2013Q1
4707.5,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2013Q2
4717.5,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2013Q3
4683.3,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2013Q4
4683,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2014Q1
4713.3,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2014Q2
4751.9,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2014Q3
4772,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2014Q4
4802.8,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2015Q1
4833.6,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2015Q2
4817.1,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2015Q3
4824.3,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2015Q4
4806.7,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2016Q1
4797,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2016Q2
4804.4,Erwerbsstatus - Total,"..... Herstellung von Holzwaren, Papier und Druckerzeugnissen",2016Q3
5784.8,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2002Q1
5810.7,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2002Q2
5831.7,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2002Q3
5823.6,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2002Q4
5885.5,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2003Q1
5952.3,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2003Q2
5950,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2003Q3
5970.6,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2003Q4
6080.4,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2004Q1
6173.9,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2004Q2
6131.7,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2004Q3
6134.5,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2004Q4
6230.3,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2005Q1
6262.6,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2005Q2
6247.9,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2005Q3
6301.3,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2005Q4
6403.8,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2006Q1
6510.6,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2006Q2
6657.4,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2006Q3
6732.1,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2006Q4
6849.6,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2007Q1
6912.1,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2007Q2
6949.5,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2007Q3
6896.3,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2007Q4
6874.5,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2008Q1
6838.5,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2008Q2
6795,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2008Q3
6766,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2008Q4
6813.2,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2009Q1
6857.5,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2009Q2
6874.4,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2009Q3
6907.5,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2009Q4
7055.4,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2010Q1
7162.8,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2010Q2
7190.7,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2010Q3
7228.5,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2010Q4
7320.9,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2011Q1
7352.6,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2011Q2
7441.3,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2011Q3
7502.6,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2011Q4
7593.1,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2012Q1
7668.6,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2012Q2
7650.4,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2012Q3
7668.2,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2012Q4
7675.3,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2013Q1
7779.4,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2013Q2
7857.9,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2013Q3
7849.8,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2013Q4
7848.4,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2014Q1
7898.1,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2014Q2
7953,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2014Q3
8013.3,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2014Q4
8052,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2015Q1
8058.7,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2015Q2
8195.3,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2015Q3
8207.3,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2015Q4
8243,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2016Q1
8332.7,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2016Q2
8421.5,Erwerbsstatus - Total,"..... Kokerei und Mineralölverarbeitung, Herstellung von chemischen Erzeugnissen",2016Q3
